19000000.000000 -65.737225
19005882.352941 -65.739383
19011764.705882 -65.741732
19017647.058824 -65.744271
19023529.411765 -65.746996
19029411.764706 -65.749905
19035294.117647 -65.752994
19041176.470588 -65.756260
19047058.823529 -65.759702
19052941.176471 -65.763315
19058823.529412 -65.767098
19064705.882353 -65.771048
19070588.235294 -65.775161
19076470.588235 -65.779435
19082352.941176 -65.783868
19088235.294118 -65.788457
19094117.647059 -65.793199
19100000.000000 -65.798092
19105882.352941 -65.803132
19111764.705882 -65.808318
19117647.058824 -65.813647
19123529.411765 -65.819117
19129411.764706 -65.824724
19135294.117647 -65.830467
19141176.470588 -65.836342
19147058.823529 -65.842348
19152941.176471 -65.848483
19158823.529412 -65.854742
19164705.882353 -65.861126
19170588.235294 -65.867630
19176470.588235 -65.874253
19182352.941176 -65.880992
19188235.294118 -65.887845
19194117.647059 -65.894810
19200000.000000 -65.901885
19205882.352941 -65.909066
19211764.705882 -65.916353
19217647.058824 -65.923743
19223529.411765 -65.931233
19229411.764706 -65.938822
19235294.117647 -65.946507
19241176.470588 -65.954287
19247058.823529 -65.962158
19252941.176471 -65.970120
19258823.529412 -65.978170
19264705.882353 -65.986306
19270588.235294 -65.994526
19276470.588235 -66.002828
19282352.941176 -66.011210
19288235.294118 -66.019669
19294117.647059 -66.028205
19300000.000000 -66.036816
19305882.352941 -66.045498
19311764.705882 -66.054251
19317647.058824 -66.063072
19323529.411765 -66.071960
19329411.764706 -66.080912
19335294.117647 -66.089928
19341176.470588 -66.099004
19347058.823529 -66.108140
19352941.176471 -66.117334
19358823.529412 -66.126583
19364705.882353 -66.135887
19370588.235294 -66.145243
19376470.588235 -66.154649
19382352.941176 -66.164105
19388235.294118 -66.173608
19394117.647059 -66.183157
19400000.000000 -66.192749
19405882.352941 -66.202384
19411764.705882 -66.212060
19417647.058824 -66.221775
19423529.411765 -66.231528
19429411.764706 -66.241317
19435294.117647 -66.251141
19441176.470588 -66.260997
19447058.823529 -66.270886
19452941.176471 -66.280804
19458823.529412 -66.290751
19464705.882353 -66.300725
19470588.235294 -66.310724
19476470.588235 -66.320748
19482352.941176 -66.330795
19488235.294118 -66.340863
19494117.647059 -66.350951
19500000.000000 -66.361058
19505882.352941 -66.371183
19511764.705882 -66.381323
19517647.058824 -66.391478
19523529.411765 -66.401646
19529411.764706 -66.411827
19535294.117647 -66.422018
19541176.470588 -66.432219
19547058.823529 -66.442428
19552941.176471 -66.452644
19558823.529412 -66.462867
19564705.882353 -66.473093
19570588.235294 -66.483323
19576470.588235 -66.493556
19582352.941176 -66.503789
19588235.294118 -66.514023
19594117.647059 -66.524255
19600000.000000 -66.534485
19605882.352941 -66.544712
19611764.705882 -66.554934
19617647.058824 -66.565150
19623529.411765 -66.575360
19629411.764706 -66.585562
19635294.117647 -66.595755
19641176.470588 -66.605938
19647058.823529 -66.616111
19652941.176471 -66.626272
19658823.529412 -66.636419
19664705.882353 -66.646553
19670588.235294 -66.656673
19676470.588235 -66.666776
19682352.941176 -66.676863
19688235.294118 -66.686932
19694117.647059 -66.696983
19700000.000000 -66.707014
19705882.352941 -66.717025
19711764.705882 -66.727015
19717647.058824 -66.736982
19723529.411765 -66.746927
19729411.764706 -66.756847
19735294.117647 -66.766744
19741176.470588 -66.776614
19747058.823529 -66.786459
19752941.176471 -66.796276
19758823.529412 -66.806065
19764705.882353 -66.815826
19770588.235294 -66.825558
19776470.588235 -66.835259
19782352.941176 -66.844929
19788235.294118 -66.854568
19794117.647059 -66.864174
19800000.000000 -66.873747
19805882.352941 -66.883287
19811764.705882 -66.892792
19817647.058824 -66.902261
19823529.411765 -66.911695
19829411.764706 -66.921093
19835294.117647 -66.930453
19841176.470588 -66.939776
19847058.823529 -66.949060
19852941.176471 -66.958305
19858823.529412 -66.967511
19864705.882353 -66.976676
19870588.235294 -66.985800
19876470.588235 -66.994883
19882352.941176 -67.003924
19888235.294118 -67.012923
19894117.647059 -67.021879
19900000.000000 -67.030790
19905882.352941 -67.039658
19911764.705882 -67.048481
19917647.058824 -67.057259
19923529.411765 -67.065992
19929411.764706 -67.074678
19935294.117647 -67.083317
19941176.470588 -67.091909
19947058.823529 -67.100454
19952941.176471 -67.108951
19958823.529412 -67.117399
19964705.882353 -67.125798
19970588.235294 -67.134148
19976470.588235 -67.142449
19982352.941176 -67.150698
19988235.294118 -67.158898
19994117.647059 -67.167046
20000000.000000 -67.175143
20005882.352941 -67.183189
20011764.705882 -67.191182
20017647.058824 -67.199122
20023529.411765 -67.207010
20029411.764706 -67.214845
20035294.117647 -67.222626
20041176.470588 -67.230353
20047058.823529 -67.238026
20052941.176471 -67.245645
20058823.529412 -67.253209
20064705.882353 -67.260718
20070588.235294 -67.268171
20076470.588235 -67.275569
20082352.941176 -67.282911
20088235.294118 -67.290196
20094117.647059 -67.297426
20100000.000000 -67.304598
20105882.352941 -67.311713
20111764.705882 -67.318772
20117647.058824 -67.325773
20123529.411765 -67.332716
20129411.764706 -67.339601
20135294.117647 -67.346429
20141176.470588 -67.353198
20147058.823529 -67.359908
20152941.176471 -67.366560
20158823.529412 -67.373153
20164705.882353 -67.379687
20170588.235294 -67.386162
20176470.588235 -67.392578
20182352.941176 -67.398934
20188235.294118 -67.405230
20194117.647059 -67.411467
20200000.000000 -67.417644
20205882.352941 -67.423760
20211764.705882 -67.429817
20217647.058824 -67.435813
20223529.411765 -67.441749
20229411.764706 -67.447624
20235294.117647 -67.453438
20241176.470588 -67.459192
20247058.823529 -67.464886
20252941.176471 -67.470518
20258823.529412 -67.476089
20264705.882353 -67.481599
20270588.235294 -67.487049
20276470.588235 -67.492437
20282352.941176 -67.497764
20288235.294118 -67.503029
20294117.647059 -67.508234
20300000.000000 -67.513377
20305882.352941 -67.518459
20311764.705882 -67.523479
20317647.058824 -67.528438
20323529.411765 -67.533335
20329411.764706 -67.538172
20335294.117647 -67.542946
20341176.470588 -67.547660
20347058.823529 -67.552312
20352941.176471 -67.556902
20358823.529412 -67.561431
20364705.882353 -67.565899
20370588.235294 -67.570305
20376470.588235 -67.574651
20382352.941176 -67.578934
20388235.294118 -67.583157
20394117.647059 -67.587319
20400000.000000 -67.591419
20405882.352941 -67.595458
20411764.705882 -67.599436
20417647.058824 -67.603353
20423529.411765 -67.607210
20429411.764706 -67.611005
20435294.117647 -67.614740
20441176.470588 -67.618414
20447058.823529 -67.622027
20452941.176471 -67.625580
20458823.529412 -67.629073
20464705.882353 -67.632505
20470588.235294 -67.635877
20476470.588235 -67.639189
20482352.941176 -67.642441
20488235.294118 -67.645633
20494117.647059 -67.648765
20500000.000000 -67.651838
20505882.352941 -67.654851
20511764.705882 -67.657805
20517647.058824 -67.660699
20523529.411765 -67.663534
20529411.764706 -67.666311
20535294.117647 -67.669028
20541176.470588 -67.671687
20547058.823529 -67.674287
20552941.176471 -67.676828
